# {"env_id": "SpaceInvadersNoFrameskip-v4", "t_start": 1579715141.957248} 
r,l,t
775.0,1070,4661.706157
310.0,654,4663.814255
420.0,846,4666.527396
470.0,686,4668.728453
345.0,656,4670.842114
310.0,531,4672.548713
490.0,766,4675.00731
365.0,722,4677.326097
305.0,682,4679.519829
220.0,434,4680.908217
265.0,796,4683.475883
215.0,554,4685.249038
385.0,595,4687.158249
350.0,869,4689.950493
135.0,506,4691.59126
390.0,878,4694.47843
295.0,710,4696.772786
365.0,758,4699.206116
315.0,609,4701.162892
410.0,543,4702.914182
515.0,890,4705.822146
485.0,726,4708.203223
125.0,513,4709.908359
65.0,436,4711.31268
745.0,1166,4715.020161
450.0,751,4717.433683
140.0,674,4719.613652
450.0,839,4722.317441
130.0,452,4723.776713
275.0,623,4725.786839
645.0,1337,4730.065179
315.0,800,4732.64419
265.0,744,4735.053657
390.0,886,4737.895539
295.0,590,4739.791092
290.0,930,4742.786782
200.0,743,4745.186294
490.0,1048,4748.538026
405.0,574,4750.428101
375.0,727,4752.851309
365.0,719,4755.158698
370.0,824,4757.827338
385.0,844,4760.65412
295.0,558,4762.453533
430.0,924,4765.50592
260.0,528,4767.264295
245.0,749,4769.781446
340.0,817,4772.484031
230.0,627,4774.530217
525.0,843,4777.307936
305.0,884,4780.229507
445.0,778,4782.788168
315.0,636,4784.90897
175.0,367,4786.10981
120.0,306,4787.105635
200.0,462,4788.640122
420.0,850,4791.431765
185.0,483,4793.024354
380.0,932,4796.099238
455.0,1030,4799.481034
250.0,628,4801.50324
190.0,693,4803.767896
475.0,731,4806.140407
45.0,285,4807.063322
175.0,548,4808.858655
145.0,388,4810.120476
155.0,457,4811.632447
80.0,319,4812.68656
305.0,701,4814.998925
330.0,685,4817.297696
215.0,697,4819.663872
550.0,681,4821.891977
270.0,723,4824.29365
225.0,646,4826.397135
275.0,737,4828.778771
415.0,586,4830.678153
380.0,776,4833.172244
310.0,802,4835.753505
390.0,768,4838.419128
215.0,508,4840.060868
85.0,393,4841.322366
245.0,923,4844.315058
545.0,1280,4848.395696
295.0,726,4850.749179
420.0,703,4853.025283
550.0,1292,4857.239194
875.0,1262,4861.447499
375.0,718,4863.816234
135.0,418,4865.228551
575.0,1175,4869.055644
280.0,708,4871.381137
245.0,759,4873.838324
310.0,906,4876.777772
250.0,927,4879.777452
500.0,1039,4883.112534
505.0,1000,4886.367317
325.0,797,4888.957828
235.0,553,4890.783089
290.0,735,4893.168
150.0,386,4894.435308
255.0,697,4896.691112
230.0,633,4898.774197
320.0,756,4901.251188
590.0,1012,4904.540896
285.0,811,4907.16489
470.0,586,4909.07919
365.0,827,4911.767566
500.0,968,4915.105568
260.0,516,4916.803236
335.0,547,4918.587886
235.0,770,4921.090494
295.0,714,4923.421634
220.0,712,4925.769748
305.0,795,4928.413561
110.0,519,4930.103154
215.0,606,4932.071113
380.0,784,4934.635068
510.0,723,4936.982907
270.0,730,4939.386728
285.0,871,4942.277761
295.0,687,4944.550148
815.0,1185,4948.453806
250.0,719,4950.818145
140.0,568,4952.663694
390.0,879,4955.53795
275.0,681,4957.78127
150.0,454,4959.295499
530.0,911,4962.245411
345.0,807,4964.884777
220.0,825,4967.584434
190.0,419,4968.940432
455.0,781,4971.464631
80.0,490,4973.041054
215.0,806,4975.703832
285.0,763,4978.180264
370.0,873,4981.074574
325.0,874,4983.955148
345.0,696,4986.3452
420.0,595,4988.311465
460.0,857,4991.129999
160.0,399,4992.455358
170.0,498,4994.104119
620.0,721,4996.43561
200.0,475,4997.972261
290.0,666,5000.112372
450.0,1078,5003.583624
315.0,768,5006.047634
140.0,502,5007.759486
65.0,448,5009.261834
330.0,742,5011.725248
135.0,669,5013.88364
405.0,762,5016.352229
470.0,629,5018.384969
80.0,397,5019.698569
290.0,755,5022.147706
530.0,738,5024.545117
115.0,475,5026.083622
350.0,684,5028.28359
400.0,713,5030.585831
300.0,766,5033.059427
315.0,629,5035.084944
435.0,887,5037.95189
235.0,578,5039.828068
500.0,748,5042.248201
345.0,689,5044.469587
175.0,459,5045.949877
370.0,878,5048.779493
340.0,705,5051.054427
220.0,586,5052.951636
190.0,514,5054.606985
775.0,855,5057.369339
235.0,763,5059.831019
545.0,1230,5063.752768
270.0,712,5066.074326
120.0,524,5067.771415
465.0,799,5070.359296
105.0,278,5071.247273
495.0,932,5074.244739
600.0,941,5077.241013
255.0,830,5079.931872
130.0,517,5081.617247
60.0,501,5083.259664
425.0,939,5086.32281
190.0,508,5087.976544
205.0,813,5090.709195
315.0,879,5093.698698
435.0,746,5096.133457
190.0,486,5097.755651
315.0,725,5100.10838
65.0,349,5101.238331
610.0,1071,5104.755816
565.0,741,5107.169413
360.0,825,5109.925546
235.0,688,5112.154771
255.0,772,5114.659779
290.0,654,5116.791881
290.0,770,5119.321112
160.0,489,5120.921459
275.0,819,5123.633035
220.0,573,5125.520186
560.0,858,5128.338107
250.0,662,5130.518316
120.0,672,5132.7029
245.0,799,5135.296566
260.0,770,5137.855734
375.0,739,5140.251337
635.0,973,5143.436832
230.0,561,5145.294047
150.0,417,5146.744715
215.0,864,5149.697946
180.0,604,5151.709332
155.0,558,5153.597186
650.0,1155,5157.457532
245.0,658,5159.623178
325.0,791,5162.267022
245.0,890,5165.305818
340.0,591,5167.265531
210.0,529,5169.041166
505.0,983,5172.352496
390.0,638,5174.562645
250.0,756,5177.156655
260.0,720,5179.601427
570.0,770,5182.15804
315.0,728,5184.597346
505.0,884,5187.563998
455.0,893,5190.508208
215.0,824,5193.235952
170.0,661,5195.473039
465.0,900,5198.469891
365.0,613,5200.533802
275.0,749,5203.066408
495.0,831,5205.882576
335.0,799,5208.651539
400.0,703,5211.02973
210.0,1006,5214.33195
505.0,690,5216.556554
90.0,465,5218.064073
395.0,877,5220.907708
155.0,494,5222.513893
455.0,976,5225.669854
105.0,450,5227.120253
415.0,789,5229.67176
325.0,789,5232.214832
425.0,889,5235.072606
130.0,387,5236.32091
635.0,988,5239.497718
655.0,884,5242.373012
645.0,1237,5246.375505
415.0,928,5249.402291
465.0,586,5251.312456
180.0,708,5253.629345
235.0,718,5255.976792
500.0,1149,5259.677649
290.0,660,5261.829438
170.0,909,5264.815034
505.0,929,5267.842707
110.0,528,5269.549488
300.0,653,5271.644761
270.0,706,5273.909743
340.0,848,5276.657204
485.0,716,5278.980504
360.0,767,5281.457809
75.0,409,5282.781167
185.0,531,5284.524403
295.0,533,5286.247485
310.0,575,5288.103726
315.0,592,5290.015313
165.0,477,5291.555136
490.0,891,5294.401198
570.0,913,5297.348968
190.0,734,5299.744118
240.0,562,5301.56763
175.0,463,5303.059826
205.0,487,5304.641783
430.0,1063,5308.092164
525.0,765,5310.576498
325.0,967,5313.695317
655.0,914,5316.620132
340.0,740,5319.028323
350.0,669,5321.223591
450.0,712,5323.543644
430.0,954,5326.63859
255.0,562,5328.491778
365.0,541,5330.249583
85.0,432,5331.672748
255.0,749,5334.154497
215.0,718,5336.501945
375.0,733,5338.885769
260.0,840,5341.674242
30.0,342,5342.78643
165.0,362,5343.994411
185.0,466,5345.535358
495.0,619,5347.572853
110.0,399,5348.874908
550.0,920,5351.867067
760.0,1159,5355.637137
305.0,681,5357.868313
670.0,963,5360.977858
420.0,1081,5364.603994
395.0,1002,5367.896797
210.0,582,5369.796568
100.0,404,5371.107231
285.0,746,5373.546043
545.0,1180,5377.362173
495.0,803,5379.973457
270.0,769,5382.500619
185.0,415,5383.878441
370.0,880,5386.744088
155.0,384,5387.980807
250.0,913,5390.949076
205.0,588,5392.915451
465.0,990,5396.122477
155.0,338,5397.221763
345.0,790,5399.796194
270.0,646,5401.910368
155.0,567,5403.764977
540.0,1051,5407.171716
170.0,583,5409.077814
145.0,392,5410.363715
265.0,739,5412.766213
175.0,674,5414.962264
325.0,664,5417.13948
565.0,1013,5420.473931
490.0,861,5423.278937
155.0,505,5424.94496
330.0,610,5427.00818
285.0,673,5429.228926
80.0,361,5430.429867
250.0,787,5432.991671
650.0,1463,5437.731256
285.0,691,5439.979738
290.0,815,5442.622292
330.0,678,5444.853353
270.0,598,5446.794623
465.0,1078,5450.319789
140.0,534,5452.101684
220.0,588,5454.075303
615.0,911,5457.035447
390.0,843,5459.751815
460.0,798,5462.332116
600.0,867,5465.147531
385.0,922,5468.118989
450.0,817,5470.782326
395.0,693,5473.023249
230.0,647,5475.126832
560.0,818,5477.779599
450.0,794,5480.355741
345.0,689,5482.582252
555.0,1029,5485.885162
605.0,597,5487.830321
570.0,983,5491.00189
285.0,615,5492.99607
245.0,731,5495.37028
465.0,965,5498.461086
205.0,524,5500.168693
530.0,1006,5503.415498
660.0,1122,5507.010604
320.0,710,5509.314096
310.0,846,5512.211939
380.0,732,5514.599982
325.0,756,5517.05322
200.0,589,5518.965471
375.0,847,5521.708881
210.0,550,5523.50195
320.0,913,5526.505731
120.0,468,5528.027804
240.0,595,5529.965011
330.0,768,5532.460649
295.0,878,5535.30124
455.0,887,5538.156273
245.0,804,5540.81116
480.0,881,5543.768772
405.0,943,5546.812302
275.0,632,5548.853319
240.0,659,5550.985777
280.0,538,5552.73217
335.0,703,5555.002536
285.0,689,5557.234719
95.0,419,5558.584365
185.0,615,5560.574478
155.0,428,5561.962394
360.0,679,5564.168989
245.0,608,5566.143171
195.0,542,5567.903211
440.0,871,5570.711134
190.0,479,5572.260345
375.0,994,5575.479147
275.0,783,5578.033084
180.0,419,5579.397817
305.0,790,5581.997526
620.0,956,5585.093004
570.0,835,5587.783632
230.0,572,5589.631258
625.0,1019,5592.923982
340.0,808,5595.554568
330.0,778,5598.086226
285.0,644,5600.166481
165.0,470,5601.716182
310.0,691,5603.954776
255.0,604,5605.929185
450.0,687,5608.191163
500.0,1025,5611.502196
435.0,866,5614.311554
270.0,733,5616.678142
560.0,695,5618.921574
420.0,764,5621.388445
205.0,647,5623.499733
345.0,799,5626.076494
210.0,586,5627.986522
345.0,779,5630.581974
340.0,674,5632.814119
270.0,755,5635.312988
715.0,1138,5639.002724
570.0,804,5641.616671
115.0,498,5643.243303
720.0,1020,5646.629358
365.0,759,5649.241306
195.0,502,5650.955729
515.0,1146,5654.785784
520.0,1106,5658.416359
395.0,839,5661.205314
160.0,497,5662.853537
450.0,672,5665.061946
80.0,509,5666.710586
375.0,730,5669.076662
155.0,453,5670.539271
330.0,689,5672.746969
140.0,609,5674.723106
210.0,759,5677.170593
250.0,558,5678.972376
335.0,730,5681.337705
195.0,528,5683.038171
420.0,1018,5686.313679
305.0,840,5689.011375
255.0,724,5691.356532
325.0,648,5693.449822
170.0,478,5694.983038
295.0,783,5697.503797
220.0,568,5699.328503
285.0,802,5701.915015
465.0,979,5705.056673
490.0,814,5707.714621
185.0,597,5709.688636
125.0,394,5710.993328
570.0,788,5713.629154
245.0,597,5715.570376
135.0,375,5716.79596
490.0,877,5719.681594
215.0,732,5722.079486
450.0,1128,5725.723758
125.0,358,5726.890141
105.0,423,5728.260833
545.0,969,5731.369017
325.0,842,5734.082327
335.0,715,5736.41034
120.0,399,5737.694545
640.0,667,5739.858226
245.0,771,5742.351086
175.0,514,5744.013404
485.0,765,5746.499704
645.0,990,5749.677351
440.0,834,5752.354896
235.0,581,5754.237777
155.0,475,5755.766651
330.0,644,5757.84687
340.0,844,5760.560182
450.0,848,5763.277025
390.0,847,5765.999137
295.0,693,5768.233259
685.0,996,5771.427681
410.0,935,5774.467051
395.0,898,5777.358051
445.0,993,5780.560405
480.0,1081,5784.022565
455.0,1147,5787.695005
140.0,450,5789.144341
365.0,697,5791.404865
550.0,705,5793.677
390.0,722,5795.997472
300.0,603,5797.944753
175.0,624,5799.958033
465.0,840,5802.650696
360.0,679,5804.849293
405.0,870,5807.648198
500.0,815,5810.263453
205.0,457,5811.739454
335.0,662,5813.875374
315.0,768,5816.357701
550.0,932,5819.334236
580.0,820,5821.965162
390.0,686,5824.185958
475.0,821,5826.825489
630.0,912,5829.72244
625.0,1114,5833.297044
160.0,502,5834.91944
640.0,835,5837.59579
190.0,527,5839.434325
225.0,724,5841.773195
500.0,1058,5845.180262
340.0,757,5847.61463
890.0,925,5850.57247
400.0,937,5853.57714
375.0,679,5855.763278
220.0,678,5857.945319
630.0,969,5861.021732
100.0,510,5862.662515
545.0,998,5865.857242
220.0,537,5867.587553
455.0,782,5870.119478
435.0,1007,5873.350694
415.0,834,5876.041608
130.0,474,5877.564092
500.0,1099,5881.077283
310.0,686,5883.292969
575.0,1052,5886.701646
110.0,428,5888.087859
435.0,875,5890.888671
195.0,508,5892.529004
320.0,897,5895.467206
745.0,1158,5899.147051
410.0,822,5901.795084
370.0,734,5904.16397
390.0,814,5906.797866
405.0,708,5909.066814
520.0,964,5912.152483
280.0,628,5914.184835
185.0,418,5915.527748
170.0,403,5916.830821
545.0,1062,5920.227003
590.0,989,5923.409459
570.0,887,5926.282261
210.0,574,5928.13474
180.0,518,5929.800201
325.0,683,5931.999649
270.0,479,5933.540047
545.0,733,5935.887245
190.0,504,5937.512896
710.0,1030,5940.796978
245.0,591,5942.706286
210.0,693,5944.940438
635.0,950,5947.994744
105.0,512,5949.65574
545.0,851,5952.384187
360.0,846,5955.112835
335.0,843,5957.832763
580.0,1023,5961.113068
270.0,561,5962.932665
290.0,819,5965.574242
475.0,952,5968.619062
380.0,709,5970.89334
155.0,499,5972.49283
315.0,855,5975.296811
105.0,454,5976.8145
400.0,877,5979.624677
290.0,616,5981.617929
160.0,426,5982.983098
490.0,887,5985.832291
240.0,511,5987.48653
430.0,927,5990.467651
535.0,1109,5994.020557
440.0,747,5996.436391
365.0,759,5998.866473
310.0,706,6001.183246
385.0,679,6003.430068
195.0,607,6005.430465
635.0,850,6008.215941
250.0,729,6010.598724
400.0,929,6013.640301
215.0,616,6015.646283
600.0,826,6018.326299
295.0,671,6020.534295
340.0,663,6022.717144
495.0,934,6025.752799
310.0,653,6027.902914
330.0,963,6031.055795
320.0,665,6033.298012
250.0,674,6035.519381
370.0,658,6037.724563
310.0,794,6040.382003
245.0,688,6042.736978
365.0,907,6045.689595
450.0,886,6048.603628
525.0,936,6051.66751
370.0,844,6054.412476
775.0,1073,6057.815892
780.0,1524,6062.802477
250.0,527,6064.561204
260.0,623,6066.623664
605.0,782,6069.216323
600.0,1031,6072.603204
295.0,846,6075.388225
200.0,670,6077.666766
525.0,806,6080.289009
250.0,595,6082.219245
555.0,1327,6086.582866
185.0,530,6088.338509
245.0,586,6090.299335
340.0,697,6092.595146
515.0,885,6095.545569
655.0,994,6098.774692
630.0,970,6101.980343
450.0,909,6104.917517
135.0,513,6106.613028
545.0,761,6109.100378
750.0,890,6112.014289
355.0,696,6114.332553
350.0,630,6116.470417
575.0,624,6118.566339
255.0,570,6120.438842
525.0,910,6123.414969
300.0,632,6125.500439
130.0,496,6127.143934
605.0,813,6129.757758
85.0,393,6131.016898
365.0,806,6133.835755
140.0,484,6135.442242
370.0,948,6138.527597
845.0,1261,6142.647429
365.0,719,6145.013364
265.0,670,6147.188972
420.0,785,6149.720268
320.0,717,6152.035011
400.0,729,6154.385472
220.0,536,6156.143427
475.0,1020,6159.436316
210.0,634,6161.490307
320.0,679,6163.706225
295.0,649,6165.837755
435.0,871,6168.631008
380.0,720,6170.95946
325.0,770,6173.455027
190.0,479,6175.043823
155.0,467,6176.554926
510.0,704,6178.819923
190.0,696,6181.070278
335.0,679,6183.264544
545.0,904,6186.158713
285.0,677,6188.356245
630.0,991,6191.543369
280.0,827,6194.219493
55.0,502,6195.849373
325.0,645,6197.965761
295.0,668,6200.133879
410.0,884,6202.991791
470.0,920,6206.013614
255.0,525,6207.72847
460.0,980,6210.941048
335.0,783,6213.492149
180.0,523,6215.184713
370.0,834,6217.913771
505.0,984,6221.11389
335.0,778,6223.623928
270.0,695,6225.858042
325.0,869,6228.656104
300.0,769,6231.113426
345.0,733,6233.470193
250.0,700,6235.730635
490.0,794,6238.305834
405.0,705,6240.583121
480.0,934,6243.577059
195.0,734,6245.953817
315.0,846,6248.682577
275.0,649,6250.769589
435.0,799,6253.344258
720.0,1104,6256.849976
220.0,517,6258.499836
745.0,1496,6263.273075
470.0,1149,6266.949744
310.0,662,6269.091563
50.0,332,6270.163808
320.0,735,6272.527948
270.0,614,6274.499799
575.0,1305,6278.652943
195.0,477,6280.18986
295.0,676,6282.357865
315.0,687,6284.570273
335.0,703,6286.846457
430.0,851,6289.572263
405.0,820,6292.212894
530.0,913,6295.132324
525.0,723,6297.452856
395.0,813,6300.066161
260.0,614,6302.041724
570.0,1030,6305.358482
575.0,912,6308.285312
755.0,1254,6312.300228
285.0,683,6314.537866
570.0,1308,6318.719789
310.0,686,6320.931187
515.0,794,6323.489896
715.0,986,6326.692277
170.0,496,6328.286377
670.0,770,6330.739207
485.0,674,6332.914269
705.0,1392,6337.468996
285.0,618,6339.481609
355.0,716,6341.814837
415.0,1006,6345.094576
570.0,1061,6348.56164
285.0,593,6350.530311
545.0,882,6353.435221
355.0,795,6356.062047
315.0,632,6358.162727
450.0,885,6361.137483
480.0,957,6364.391165
360.0,744,6366.837181
365.0,827,6369.565696
330.0,656,6371.688415
125.0,278,6372.592606
460.0,749,6375.022419
475.0,866,6377.882709
390.0,703,6380.168169
505.0,974,6383.370453
370.0,822,6386.06388
190.0,701,6388.385384
230.0,626,6390.418317
330.0,824,6393.083556
260.0,687,6395.32892
335.0,756,6397.772338
395.0,1130,6401.416123
355.0,986,6404.601186
405.0,914,6407.533547
280.0,776,6410.036721
700.0,994,6413.273915
415.0,792,6415.928862
315.0,870,6418.766896
600.0,1233,6422.835076
315.0,734,6425.262092
410.0,814,6427.94988
375.0,824,6430.604346
465.0,990,6433.770931
800.0,1159,6437.589995
120.0,557,6439.428752
565.0,954,6442.499045
805.0,1069,6445.921358
495.0,1188,6449.743659
380.0,741,6452.154743
770.0,1150,6455.834479
545.0,970,6458.954337
450.0,937,6462.182179
265.0,694,6464.457336
845.0,1006,6467.708961
330.0,777,6470.231475
365.0,985,6473.458819
305.0,690,6475.798031
600.0,1092,6479.401199
240.0,473,6480.970678
345.0,648,6483.116421
450.0,611,6485.17573
415.0,755,6487.672418
530.0,987,6490.909954
410.0,685,6493.169909
510.0,1013,6496.698651
600.0,750,6499.156887
225.0,618,6501.190555
390.0,674,6503.40101
610.0,1066,6506.879437
420.0,1022,6510.208442
570.0,1002,6513.482471
300.0,580,6515.383273
585.0,1231,6519.383596
770.0,1144,6523.09673
520.0,1105,6526.670039
405.0,787,6529.24314
655.0,907,6532.208451
515.0,646,6534.319357
455.0,890,6537.226411
460.0,903,6540.146551
515.0,1106,6543.754158
110.0,391,6545.03646
545.0,1232,6549.008513
340.0,716,6551.328147
360.0,632,6553.372063
325.0,793,6555.936476
415.0,925,6558.90235
635.0,945,6561.941115
305.0,620,6563.939874
245.0,567,6565.782138
165.0,586,6567.685017
480.0,985,6570.848734
460.0,891,6573.71139
665.0,1130,6577.33019
125.0,508,6578.972195
220.0,835,6581.658053
370.0,968,6584.78281
325.0,598,6586.710436
470.0,974,6589.829116
590.0,1020,6593.132907
470.0,971,6596.23971
310.0,620,6598.243029
510.0,777,6600.772326
650.0,946,6603.810905
180.0,606,6605.789685
175.0,522,6607.466367
175.0,567,6609.299576
205.0,539,6611.075344
290.0,642,6613.143343
190.0,560,6614.96443
565.0,1054,6618.338299
310.0,713,6620.634122
525.0,949,6623.672309
500.0,664,6625.813558
375.0,690,6628.037501
565.0,958,6631.088903
620.0,884,6633.931762
305.0,692,6636.176924
575.0,1027,6639.439593
280.0,633,6641.483006
315.0,727,6643.853702
365.0,551,6645.645818
150.0,395,6646.925541
195.0,860,6649.702355
290.0,480,6651.24338
320.0,814,6653.928342
315.0,677,6656.128521
515.0,1142,6659.780767
480.0,958,6662.855599
350.0,640,6664.939281
355.0,896,6667.851942
495.0,844,6670.562116
580.0,1035,6673.897602
570.0,1102,6677.461595
430.0,703,6679.708222
230.0,474,6681.280332
555.0,1220,6685.167853
255.0,525,6686.872023
370.0,837,6689.565149
460.0,601,6691.507898
390.0,660,6693.631722
330.0,707,6695.910317
390.0,843,6698.619268
515.0,1090,6702.092792
440.0,617,6704.074272
430.0,858,6706.832589
530.0,1157,6710.515222
545.0,954,6713.572688
490.0,974,6716.69243
360.0,846,6719.411075
465.0,1043,6722.765895
515.0,1082,6726.221893
600.0,898,6729.105017
235.0,446,6730.541862
545.0,1042,6733.843333
470.0,913,6736.775227
245.0,651,6738.870485
195.0,537,6740.611274
305.0,588,6742.513737
665.0,1035,6745.827326
555.0,1279,6749.901657
275.0,731,6752.260677
240.0,576,6754.120192
600.0,1251,6758.203264
600.0,1221,6762.182205
405.0,892,6765.082461
285.0,608,6767.088177
710.0,1255,6771.108574
455.0,792,6773.652426
190.0,547,6775.409077
850.0,1333,6779.711489
870.0,875,6782.535994
530.0,879,6785.350886
400.0,677,6787.582405
1000.0,1034,6791.013913
740.0,1157,6794.785381
290.0,674,6796.994011
435.0,1039,6800.353128
260.0,571,6802.211095
285.0,805,6804.822245
280.0,519,6806.486938
650.0,883,6809.321995
460.0,870,6812.135853
625.0,872,6814.981936
375.0,822,6817.652131
1050.0,1801,6823.456088
355.0,792,6826.02528
220.0,486,6827.589454
670.0,858,6830.335596
515.0,1026,6833.596759
885.0,1100,6837.121187
255.0,748,6839.531958
195.0,713,6841.844553
970.0,1310,6846.064964
385.0,881,6848.893948
330.0,630,6850.94605
600.0,1000,6854.306503
460.0,845,6857.023419
475.0,865,6859.806426
570.0,1278,6863.87362
545.0,1301,6868.021056
240.0,642,6870.100012
300.0,740,6872.479765
420.0,821,6875.120839
275.0,609,6877.096788
425.0,807,6879.680314
580.0,758,6882.113408
370.0,651,6884.213553
180.0,611,6886.193929
450.0,847,6888.918903
600.0,1012,6892.143869
600.0,915,6895.053372
305.0,655,6897.160166
320.0,807,6899.752962
645.0,1254,6903.75819
645.0,767,6906.240724
365.0,656,6908.342039
680.0,1240,6912.31039
450.0,865,6915.069647
485.0,828,6917.724004
680.0,845,6920.496495
445.0,750,6922.901166
570.0,831,6925.558852
400.0,804,6928.149362
570.0,780,6930.665155
260.0,457,6932.139596
260.0,619,6934.136102
340.0,747,6936.529276
350.0,691,6938.757045
270.0,529,6940.458259
395.0,732,6942.807856
230.0,385,6944.052384
195.0,538,6945.783238
580.0,1037,6949.095338
385.0,614,6951.083015
600.0,1036,6954.373297
540.0,1131,6957.980168
340.0,698,6960.237139
430.0,923,6963.196378
550.0,853,6965.929311
305.0,563,6967.738627
565.0,938,6970.749999
600.0,754,6973.178356
370.0,656,6975.293177
490.0,905,6978.193095
520.0,947,6981.204774
695.0,881,6984.021394
465.0,852,6986.745514
275.0,559,6988.546155
740.0,1019,6991.828706
255.0,578,6993.698801
190.0,509,6995.344715
405.0,886,6998.192417
145.0,436,6999.601436
535.0,645,7001.68002
180.0,512,7003.33632
435.0,743,7005.709644
255.0,581,7007.579814
180.0,499,7009.196542
150.0,396,7010.467402
460.0,847,7013.174385
105.0,462,7014.663719
400.0,1014,7017.90353
215.0,413,7019.241149
465.0,1026,7022.521986
275.0,606,7024.482734
545.0,984,7027.620916
870.0,871,7030.415072
555.0,817,7033.023489
600.0,1114,7036.568784
425.0,835,7039.255221
400.0,744,7041.649168
645.0,974,7044.766852
620.0,881,7047.586177
575.0,1192,7051.383597
500.0,907,7054.294728
600.0,1195,7058.084742
380.0,749,7060.494749
175.0,517,7062.154966
340.0,510,7063.79045
450.0,782,7066.286368
450.0,865,7069.057177
450.0,825,7071.706829
605.0,1122,7075.275068
690.0,1181,7079.03258
250.0,683,7081.221693
440.0,872,7084.01627
515.0,1040,7087.326979
1280.0,1846,7093.226322
550.0,1043,7096.534339
745.0,947,7099.563998
430.0,874,7102.354806
625.0,805,7104.935472
340.0,872,7107.732412
345.0,847,7110.443902
430.0,814,7113.050599
600.0,1167,7116.753503
570.0,864,7119.517435
425.0,921,7122.467547
365.0,682,7124.654153
405.0,855,7127.383565
430.0,704,7129.645318
525.0,869,7132.416026
430.0,909,7135.32965
535.0,998,7138.526732
450.0,872,7141.330432
405.0,673,7143.486455
550.0,1190,7147.279081
570.0,1218,7151.142402
460.0,922,7154.102046
600.0,869,7156.892398
255.0,703,7159.159077
310.0,809,7161.820774
330.0,814,7164.445386
385.0,918,7167.390086
475.0,1128,7171.007566
390.0,776,7173.503966
655.0,874,7176.307731
415.0,1038,7179.618752
680.0,954,7182.690459
480.0,1234,7186.646427
450.0,950,7189.686444
780.0,1319,7193.887543
335.0,826,7196.52782
580.0,1114,7200.077836
525.0,993,7203.275505
480.0,868,7206.058857
580.0,1040,7209.38841
420.0,732,7211.729651
600.0,951,7214.764246
440.0,948,7217.805909
500.0,931,7220.785232
800.0,1053,7224.139042
480.0,975,7227.25661
445.0,949,7230.306383
420.0,685,7232.54523
680.0,1347,7236.853497
605.0,889,7239.688988
310.0,672,7241.991912
230.0,656,7244.122023
545.0,992,7247.286825
550.0,1035,7250.576768
470.0,812,7253.176032
305.0,460,7254.658122
600.0,971,7257.758133
130.0,424,7259.126694
775.0,1657,7264.422866
510.0,881,7267.243366
540.0,777,7269.740995
365.0,809,7272.337371
735.0,1383,7276.765849
455.0,802,7279.348761
520.0,1037,7282.661246
695.0,979,7285.802383
320.0,687,7288.00725
410.0,653,7290.113037
465.0,1125,7293.760807
300.0,468,7295.264364
540.0,1266,7299.299899
145.0,386,7300.544016
340.0,846,7303.274112
505.0,761,7305.711166
670.0,1308,7309.91144
235.0,494,7311.488383
170.0,425,7312.857424
175.0,483,7314.406878
500.0,680,7316.591777
470.0,706,7318.848893
600.0,1036,7322.14136
160.0,396,7323.417067
450.0,866,7326.184174
575.0,1175,7329.945526
520.0,1134,7333.564612
265.0,669,7335.72583
145.0,348,7336.842112
215.0,517,7338.548206
385.0,923,7341.509707
245.0,663,7343.652615
545.0,902,7346.535253
255.0,507,7348.158637
645.0,948,7351.196654
145.0,429,7352.589788
945.0,1460,7357.217738
385.0,621,7359.206901
240.0,699,7361.466526
380.0,582,7363.336427
910.0,1152,7367.0221
190.0,538,7368.758633
1200.0,1356,7373.072432
525.0,892,7375.925351
510.0,779,7378.444674
620.0,866,7381.222943
325.0,774,7383.72311
440.0,629,7385.758237
410.0,950,7388.814272
425.0,931,7391.770707
415.0,810,7394.38882
415.0,1059,7397.796728
395.0,750,7400.204352
235.0,572,7402.04787
425.0,734,7404.410645
300.0,501,7406.02259
170.0,523,7407.707095
835.0,1335,7411.970051
290.0,715,7414.281694
175.0,511,7415.927402
225.0,624,7417.932162
325.0,855,7420.683533
750.0,1426,7425.270393
920.0,926,7428.25702
480.0,1095,7431.794485
565.0,974,7434.915126
445.0,1062,7438.303767
415.0,783,7440.794275
355.0,693,7442.997918
440.0,934,7445.999336
475.0,987,7449.146981
600.0,1179,7452.903326
775.0,1300,7457.040534
365.0,691,7459.254309
715.0,1092,7462.743705
470.0,1082,7466.201088
485.0,876,7469.004723
350.0,726,7471.340022
325.0,676,7473.520771
425.0,967,7476.599903
500.0,759,7479.030088
600.0,878,7481.848856
225.0,558,7483.64113
455.0,793,7486.185431
300.0,728,7488.532836
380.0,841,7491.229671
120.0,276,7492.115694
415.0,852,7494.843977
480.0,802,7497.416197
605.0,1212,7501.281965
420.0,819,7503.920309
195.0,745,7506.314921
600.0,836,7508.97994
320.0,805,7511.56401
465.0,912,7514.465901
515.0,1103,7518.001647
380.0,890,7520.860449
345.0,688,7523.060809
230.0,577,7524.913602
550.0,1477,7529.649321
540.0,1195,7533.464276
305.0,620,7535.460727
470.0,793,7537.990853
185.0,485,7539.541907
140.0,469,7541.060142
680.0,1337,7545.336042
235.0,610,7547.2938
560.0,931,7550.261009
480.0,950,7553.289563
375.0,779,7555.790692
175.0,538,7557.527644
340.0,579,7559.37996
590.0,977,7562.507527
445.0,854,7565.242708
